date,firm_id,V,sigma_V,DD,PD
2020-02-05,TSLA,171576.82436849366,0.9056420758996283,-2.8366884086963853,0.0022792037195705247
2020-02-06,TSLA,174733.54863039256,0.9380042887668295,-2.7264515570642,0.003200967459337791
2020-02-07,TSLA,174534.44757484822,0.9329310595906222,-2.74514281019018,0.003024228526301085
2020-02-10,TSLA,177459.99999999997,1.1999999999999997,-1.9106102279616597,0.028027344496494872
2020-02-11,TSLA,177459.99999999997,1.1999999999999997,-1.9106102279616597,0.028027344496494872
2020-02-12,TSLA,177459.99999999997,1.1999999999999997,-1.9106102279616597,0.028027344496494872
2020-02-13,TSLA,177459.99999999997,1.1999999999999997,-1.9105268946283265,0.028032703478234326
2020-02-14,TSLA,177459.99999999997,1.1999999999999997,-1.9105268946283265,0.028032703478234326
2020-02-18,TSLA,177459.99999999997,1.1999999999999997,-1.9104435612949933,0.02803806331324826
2020-02-19,TSLA,177459.99999999997,1.1999999999999997,-1.9104435612949933,0.02803806331324826
2020-02-20,TSLA,177459.99999999997,1.1999999999999997,-1.9104435612949933,0.02803806331324826
2020-02-21,TSLA,177459.99999999997,1.1999999999999997,-1.9103602279616598,0.028043424001635314
2020-02-24,TSLA,177459.99999999997,1.1999999999999997,-1.9103602279616598,0.028043424001635314
2020-02-25,TSLA,177459.99999999997,1.1999999999999997,-1.9103602279616598,0.028043424001635314
2020-02-26,TSLA,177459.99999999997,1.1999999999999997,-1.9102768946283264,0.02804878554349413
2020-02-27,TSLA,159239.49513632362,0.951235093948908,-2.577251705105743,0.0049794700783185415
2020-02-28,TSLA,156781.8620967707,0.9213824692871534,-2.6742093785660996,0.0037452834257325415
2020-03-02,TSLA,173542.2409565818,0.9304814274984021,-2.748050801016751,0.0029975359776338016
2020-03-03,TSLA,173972.50760264986,0.9531888573400995,-2.6627460111084473,0.0038752945694211756
2020-03-04,TSLA,174871.39204900758,0.9518439305000927,-2.67316345439969,0.003756981431307094
2020-03-05,TSLA,169317.36187516712,0.9557237699639554,-2.624668333645717,0.0043366703834864925
2020-03-06,TSLA,164660.6380185016,0.9628009704300309,-2.5693584452218845,0.005094350416738095
2020-03-09,TSLA,143474.56075214592,0.9679023782143414,-2.408328908196802,0.008012867931729567
2020-03-10,TSLA,151754.052214897,0.9820207540370023,-2.4168183661310576,0.007828413842285671
